Sample Annotation,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27
Compound4103,6.446620224,6.181373997,6.463074326,5.93084086,6.245941579,6.428673577,6.377254776,6.486784105,6.490025373,6.464020359,6.424451896,6.28448912,6.422268203,6.471042184,6.558319958,6.492710772,6.467236573,6.342354195,6.387278708,6.339917294,6.50479924,6.337485259,6.502989248,6.280245737,6.56663729,6.559659633,6.402135879
Compound1871,7.378275867,7.441221966,7.501179539,7.268097094,6.913530543,7.197975705,7.288402551,7.428822811,7.254062479,7.30704084,7.212228772,7.406181269,7.156438469,7.257346475,7.356132886,7.301589295,7.031336024,7.319988419,7.293220646,6.888120936,7.169981093,7.234195197,7.29894927,6.901032014,6.959690496,7.376101105,7.288528353
Compound2104,6.685799082,6.769625527,6.669930232,6.915505981,6.803298559,6.753668155,6.741105608,6.762840765,6.733643296,6.714751589,6.83295655,6.705588767,6.694314355,6.6719221,6.688864527,6.891901123,6.798731871,7.189079937,6.876955079,6.832085469,6.746505749,6.584415188,6.799927772,6.649001642,6.667370701,7.20715727,6.750699646
Compound3409,5.553407702,5.77733259,5.323304754,5.583423472,5.787202774,5.657267072,5.697562152,5.616677354,5.741064729,5.823090286,5.925110806,5.838151685,5.546769769,5.83060421,5.793923677,5.659352137,5.654270596,5.689551503,5.70627128,5.734251862,5.724164722,5.758021395,5.605242773,5.886301571,5.888214973,5.611260303,5.734715799
Compound4095,6.452657354,6.525161076,6.307335537,6.502182156,6.304399482,6.556440567,6.295644981,6.618700183,6.497522924,6.345758721,6.233829525,6.408742565,6.472937112,6.396740144,6.536394439,6.426688475,6.553707229,6.532073903,6.499132086,6.330939964,6.611429663,6.514210357,6.485386628,6.447184697,6.454986155,6.426466278,6.410402055
Compound203,8.458235448,8.423398749,8.205499122,8.629398284,7.628174312,8.445992947,8.50696748,8.740371578,8.646462766,8.592962542,8.526912901,8.599469106,8.460801333,8.319756503,8.670532261,8.367736862,8.392554774,8.533674357,8.782110068,8.411269299,8.492955205,8.632972307,8.500469044,8.06989988,8.410704286,8.582512983,8.280839304
Compound1282,7.116633087,6.972019939,6.927492531,7.113912041,7.071166316,7.241400534,6.926349232,7.091555176,6.888545121,6.905337616,6.938192053,6.974293363,6.830082628,6.959415827,7.102996587,7.039696099,7.147953369,7.091647816,7.066317126,7.454889052,6.787409666,7.464421099,6.855541432,7.028899114,6.954903874,7.009597998,7.203752219
Compound212,8.302284319,8.021745894,7.854666793,8.096063936,8.002692868,8.134082164,7.962722764,8.291095212,8.222003666,8.07636126,8.207800771,8.115296402,8.092237173,8.327532699,8.287135612,7.722551046,8.093308323,8.063195808,7.608831787,7.819208177,8.026794965,8.086387576,7.77808267,8.319720718,8.18981726,8.111460116,8.198699012
Compound859,7.130202826,7.30275099,7.340760393,7.362565847,7.262709002,7.004587033,6.977567405,7.13619699,7.395490217,7.03530988,7.390927407,7.358304589,7.257743235,7.155143182,7.269253812,7.432600464,7.718781241,7.607439859,7.387287146,7.227483008,6.985682412,6.898006219,7.098833441,7.33146044,7.111724618,7.234412031,6.976450554
Compound2868,6.474763798,6.331687145,6.544173839,6.27000649,6.616489591,6.51098629,6.490745653,6.563361251,6.509062116,6.503606086,6.448002953,6.5233163,6.347099933,6.344800909,6.567706888,6.582565142,6.648171832,6.311637229,6.452806164,6.590184306,6.686459086,6.44709652,6.42184689,6.603645362,6.564095624,6.572128669,6.566123219
Compound3294,6.810590033,6.77425935,6.619833997,6.779570381,6.666148075,6.940742962,6.901413777,6.77170506,6.772042337,6.919938301,6.934261217,6.821021083,6.820908107,6.892228035,7.026076395,6.720035274,6.807265993,6.956197936,6.802375791,7.044161804,6.886131351,6.712997876,6.590826765,6.894872095,6.949726254,6.725893973,6.745186391
Compound1099,6.920742053,6.745212535,7.00690859,6.69235571,6.849557052,6.958964928,7.133895266,7.058687889,6.98305947,7.097229881,6.968437794,7.059271425,6.897574468,6.990371219,7.064095467,7.016554603,6.901841421,7.225250932,6.833594883,7.32733185,6.643115235,7.592396423,6.920191816,7.103620825,7.185316192,6.936587259,6.776859374
Compound3639,6.804662355,6.914826631,6.831059107,6.814035691,6.801395046,6.765027007,6.720278615,6.895753981,6.803874201,6.904376688,6.64426552,6.772323255,6.757848198,6.879583523,6.823245664,6.798335099,6.767401207,6.779703167,6.658836542,6.763998208,6.812941109,6.836259091,6.653887244,6.776586794,6.793184256,6.746625359,6.80494815
Compound1151,7.647391925,7.440989382,7.475815089,7.56620563,7.450550631,7.533600585,7.640471535,7.635820244,7.682935178,7.4668191,7.360799998,7.681421642,7.630210281,7.761649654,7.312256453,7.863465707,7.425848316,7.729278608,7.502770442,7.513287046,7.866293575,7.70278158,7.658538308,7.181630283,7.616974964,7.817795262,7.739062003
Compound2853,7.011090463,7.110741314,6.950843551,6.977657166,7.012895402,6.900224166,6.895042423,6.877725713,7.10713128,6.801503797,6.933048839,7.012821107,6.933012227,6.821766568,6.877583765,6.841349515,6.962979806,6.494446103,6.983061119,6.676999116,7.067193408,6.896130539,6.967015454,6.881999656,6.941190314,7.152260059,6.983031959
Compound2906,7.045610392,6.884309066,6.867954054,6.881072314,6.938664032,7.012026475,6.894432077,7.10655327,6.929881413,6.8951944,7.089159471,6.935939272,7.132918556,6.941408724,6.995981663,6.820233805,7.043144592,6.517943628,7.090634979,6.45855379,7.097164544,7.091201372,6.922022869,6.91955822,7.08869844,6.946851699,7.072649165
Compound455,7.599426991,7.937310511,7.626116192,7.606175752,7.137216038,7.597403573,7.819989904,7.678900155,8.015690103,7.581760236,7.411567282,7.763853747,7.721564809,7.679229382,6.940394594,7.468064417,7.54057874,7.772133667,7.529586247,7.696150948,7.212640305,7.735409001,7.299440624,7.509084796,7.560865259,8.033083697,7.03677854
Compound803,7.303511415,7.321389517,7.664646253,7.529872256,7.441480567,7.48716077,7.554326603,7.504553904,7.553340328,7.516570297,7.689652271,7.620371203,7.095582926,7.599718552,7.643099925,7.592528224,6.278265999,7.419527198,7.774126707,7.499771065,7.445713702,7.478339839,7.500299025,7.354565627,7.578307196,7.484140541,7.425711837
Compound1777,7.038058092,7.229463079,7.135607125,7.242665186,7.208821522,7.242041363,7.227737947,7.243460979,7.30588169,7.153080291,7.322448437,7.007030638,7.224068406,7.367376666,7.147935176,7.186922191,7.300656403,7.253006238,7.306387142,7.231834095,7.079270032,7.145658002,7.183313547,7.022030532,7.166096553,7.077231933,7.191129273
Compound1886,5.628747283,5.873450511,5.570014198,5.478902158,5.865812045,5.627327271,5.646845475,5.65632248,5.797654351,5.815810835,5.982946819,5.846402272,5.600053208,5.923898454,5.840710861,5.662358145,5.462936852,5.651867548,5.786271003,5.648188788,5.645206507,5.609992253,5.556480573,5.813958959,5.796431477,5.706466056,5.761457519
Compound2172,7.243418948,7.025526331,6.951872463,6.888039108,7.002348219,7.013505056,6.937288157,7.008876494,6.950267799,6.84437432,6.832357759,7.025775774,6.881569158,7.086986,7.182074284,6.939762647,7.083979309,7.16455041,7.062707584,7.058487018,6.873579295,6.768739431,6.88300814,6.999238852,7.067923025,6.980730383,6.937268618
Compound3293,6.762345445,6.907398249,6.897247435,6.597051745,6.847088804,6.632582108,6.750730208,6.774377982,6.82127071,6.838236185,6.769277071,6.718263719,6.776438834,6.498708203,6.796617603,6.81812115,6.848241252,6.764215631,6.75876222,6.671652356,6.878918385,6.708089761,6.737432334,6.930871376,6.684572224,6.867618984,6.63348916
Compound3840,5.666228821,5.501612263,5.60866069,5.557298149,5.92403465,5.578650579,5.756358551,5.627902752,5.746633396,5.844878712,5.875503006,5.831258175,5.630196258,5.759031184,5.704221895,5.767544968,5.647357558,5.654506299,5.658246901,5.788176574,5.633166313,5.500545947,5.499734532,5.949014269,5.876627001,5.726469993,5.636287518
Compound1130,7.195427959,7.161581891,7.166580478,7.016325969,7.132736433,7.034996036,6.921325398,7.31877299,7.155974986,7.042694576,7.399447143,7.126282126,7.155055511,7.041489975,7.303268418,7.019926953,7.610890616,7.35838569,7.284420932,6.996233805,7.070235948,7.041064541,7.100335922,7.013457589,7.036051342,7.289696745,7.159314282
Compound3494,6.80210978,6.867609118,6.720833281,6.970904295,6.820839225,6.847363401,6.923901626,6.763510813,6.889113307,6.802831333,6.915597286,6.928422348,6.843149249,6.844473962,6.946596084,6.723365035,6.845047137,6.933667051,6.856443234,6.749188256,6.61359287,6.909259317,6.428156925,6.821513671,6.890830478,6.750607319,6.948535261
Compound75,8.993334255,8.748614134,8.914209817,8.873539648,8.889112231,8.585561075,8.860947992,8.920558454,8.556630475,8.622528273,8.635941063,8.86470238,8.810502173,8.46572226,8.877682751,8.658797009,9.098316392,8.686018554,8.807614441,8.86513967,8.73184151,8.932496633,8.738033702,8.850767263,8.91183409,8.563991176,8.437091497
Compound1272,7.256485199,7.191627737,7.381017357,7.407341988,7.347254855,7.391557944,7.530905759,7.294305668,7.336023892,7.309256389,7.540843002,7.102558714,7.614635589,7.481829643,7.601458735,7.443291482,7.605571988,7.412380882,7.016544247,7.4548905,7.69571916,7.080484796,7.401390699,7.235418081,7.451220891,7.491791644,7.534072438
Compound3621,6.776862605,6.762310349,6.768053083,6.764463114,6.84978546,6.716632104,6.611909405,6.651443426,6.581386574,6.741480141,6.719018332,6.755189274,6.707793416,6.735639309,6.729055909,6.715354194,6.789333572,6.633340173,6.872351421,6.807979875,6.807177142,6.757221446,6.602310934,6.831388549,6.740440686,6.794929876,6.760668373
Compound1369,7.134459635,7.010361978,7.058444123,7.36707259,7.289674902,6.84097906,7.009686032,6.992047389,7.13321381,6.77069692,6.959561627,7.075913872,7.032668498,6.918336536,7.37665035,7.249858419,6.886479976,7.072853517,6.990799215,7.117171619,7.027213764,7.030214798,7.069412983,7.196319817,7.082744696,7.151456811,7.190908334
Compound1950,7.168872598,6.969423143,7.081878935,6.787598085,7.024165261,7.16403907,6.997941889,6.654698848,7.238656704,7.218380199,6.895526557,6.999006439,7.011121668,6.804823104,6.969397566,7.151587979,6.87973923,6.982313479,6.821457062,7.016081316,7.041760911,6.839494203,6.938363187,6.949338657,6.502038982,7.183327674,6.944725135
Compound2985,6.890102482,6.723964787,6.945327134,6.802469101,6.958479139,6.830799459,6.911632549,6.944245932,6.935707138,6.834418048,6.766874874,6.726204051,6.927274143,6.933049113,6.393779059,6.610498096,6.800087146,6.984589571,6.97343094,6.837747249,6.834423557,6.980659594,6.881970902,6.745269051,6.788759687,6.667494143,6.83267002
Compound3369,5.644788788,5.768398763,5.596563789,5.627987392,5.751190693,5.54749158,5.430341405,5.572337699,5.671565598,5.640866076,5.891175386,5.84621691,5.598317556,5.691116128,5.733396121,5.792989878,5.619804389,5.608561495,5.673650952,5.658189309,5.691017268,5.824927856,5.664649978,6.01188658,5.803135921,5.787479984,5.622669805
Compound617,7.359293007,7.284849611,7.580038761,7.297827551,7.35114278,7.294637785,7.08896421,7.027777022,7.127665765,7.238215618,7.148294428,7.193196454,7.186856244,7.293610577,7.152893215,7.085724429,7.894729047,7.360614306,7.143181566,7.360127013,7.233728275,7.08996006,7.119537954,7.083132689,7.227196134,7.049908215,6.692489304
Compound1801,6.993770721,7.086893542,6.649717493,7.006107728,6.981434065,7.115433927,7.301939376,6.861845665,6.791771275,6.788659369,6.953063788,7.049800669,7.096325965,6.790825355,6.865960339,6.670167868,6.78010812,7.198559701,6.882961578,7.015129706,6.991788858,6.950794371,6.829687658,6.993444156,6.770827532,6.993302795,6.790434893
Compound646,6.936177411,6.817432508,7.352302883,7.913519523,7.207006407,6.671347233,7.274024917,7.012762906,7.242715701,6.869701606,6.950008046,7.035021538,7.180982238,7.195142179,7.023800306,7.09849276,6.98982012,7.286748151,6.899594416,7.262360228,6.815445473,7.081414979,7.013485411,7.200096916,6.768692044,6.909224871,6.738746951
Compound959,7.276550474,7.543759882,7.395014722,6.823626574,7.135463415,7.167673077,7.53425821,7.321805687,7.419636913,7.326315274,7.536027935,7.415769701,7.284866444,7.346496619,7.401097973,7.609612303,7.488993419,7.50464116,6.999637035,7.427873155,7.169947532,7.421681694,7.252590675,7.217736219,7.423674053,7.250018784,7.381896997
Compound2426,6.877625833,6.972553401,7.081749966,7.084988038,6.883766743,7.027674128,7.152513004,6.859806048,6.465422036,6.996593033,6.947758939,6.974758932,7.081783388,6.83505824,7.025834174,6.980667368,7.165520122,6.987248847,6.925245495,7.208375852,7.030444312,6.947915296,6.545673167,7.081069539,6.691531745,7.057781828,6.926251529
Compound2479,7.212879841,6.995017634,6.948264567,6.993592162,7.117570453,6.981948511,7.072010751,6.927473978,7.299171853,7.023745103,7.370948285,7.125586747,7.213101543,7.130958827,7.013369487,7.244034464,7.125690984,6.523118129,7.167019458,7.066464677,6.790354891,6.551903256,7.173747177,7.209933435,7.223713205,7.054762018,7.184535185
Compound3057,6.834483211,6.775318592,6.737129793,6.939733441,6.721259094,6.97848039,6.783856508,6.731149774,6.883568549,6.821343184,6.914414671,7.088154001,6.80841573,6.973535586,6.88978494,6.841444979,6.796430248,6.983086497,7.017411015,6.831997082,6.881612814,6.707633527,6.884985243,7.008945488,6.659282125,7.057783378,6.333695474
Compound3894,6.550868279,6.805461955,6.78790416,6.669738146,6.630702831,6.761497062,6.628668358,6.718679022,6.625512859,6.776102228,6.690871736,6.594949387,6.673857583,6.648306645,6.73643468,6.663522566,6.560276431,6.710408455,6.614094224,6.731675147,6.702186956,6.758360633,6.659378037,6.569179338,6.758160909,6.581205975,6.760819447
Compound1203,7.1535871,7.229522813,6.991472531,6.68352689,7.273978554,7.252135018,7.202606596,6.525863406,7.395909532,7.371957493,6.685915543,7.381413218,7.372241271,6.941013375,7.031073653,6.968817934,6.889206905,7.15249784,7.276459508,7.107875304,7.126642596,7.126049216,7.001157568,6.948027749,7.231343821,6.961566172,7.307797195
Compound3961,6.567123041,6.515199224,6.690436907,6.665549234,6.507588989,6.724854355,6.597464748,6.64182176,6.588523452,6.608863109,6.596273382,6.699739311,6.605516385,6.478169728,6.662479064,6.708727166,6.645850563,6.554859054,6.479368621,6.613521702,6.730949093,6.673557207,6.692532168,6.75835089,6.618538352,6.695041549,6.578340788
Compound3963,6.651269016,6.57496126,6.608501739,6.605100594,6.466114362,6.220172406,6.722667745,6.700784023,6.534983797,6.607954069,6.615039056,6.716387944,6.454543201,6.683696468,6.69059501,6.632963088,6.717313612,6.571068304,6.647196275,6.583025804,6.638711113,6.697443219,6.439136633,6.535932246,6.62177337,6.805066313,6.520773348
Compound674,7.198705492,7.060458923,7.30617687,6.952601051,6.721869925,6.91759956,6.86310676,7.217200298,7.352323851,7.03889404,7.229648461,7.070561718,7.233081042,7.262143397,7.17714992,7.254590342,7.685215945,7.76541863,7.151901012,7.207828146,7.002398553,6.970288116,6.687123667,7.240538377,6.974381788,6.948978783,7.189304899
Compound1269,7.198374627,6.967444781,7.485156367,7.120283681,7.187670567,7.259768215,6.88163548,7.423281133,7.186381269,7.323359598,7.357008903,7.454554587,7.332256612,7.02810922,7.261863562,7.369938497,7.263526209,7.479337612,6.872605964,7.140946086,7.562136411,7.103801252,6.989348513,7.264019989,7.344303786,7.25410253,7.353810586
Compound1311,7.55568442,7.494970022,7.671814251,7.504268885,7.405877699,7.593741896,7.524488325,7.490321536,7.394026573,7.518574098,7.519247953,7.375716612,7.467805423,7.463336956,7.306828044,7.396236196,7.671310545,7.59304815,7.60150471,7.525671387,7.665021691,7.193593849,7.333647651,7.510812868,7.228495825,7.520052613,7.721378951
Compound3064,6.905198665,6.988920096,7.049103049,6.974328632,6.783730186,7.048053383,6.834440833,6.930641131,6.853661938,6.816040825,6.767510506,6.886466822,6.784711964,6.799579016,6.834469914,7.102512688,6.823490801,6.778262297,7.009443939,6.838941698,6.679184349,6.749864307,6.746548655,6.858179663,6.718395867,6.77663241,6.995014709
Compound1074,7.694472708,7.68058079,7.327339986,7.315227548,7.78564082,7.836501839,7.732601547,7.897842436,7.718034466,7.742708938,7.747329283,6.69194113,7.42762133,7.684864392,7.608174493,7.697412023,7.733627873,7.923635703,7.178018475,7.48565973,6.961471162,7.755647113,7.372429316,7.915378425,7.46371191,7.749855997,7.201876852
Compound726,7.597160961,7.272973049,6.887525754,7.156669445,7.415033746,6.936315463,7.273087747,7.361059029,7.720319601,7.491273344,7.503873015,7.256142455,7.26830068,7.215815879,7.512686904,7.27715796,7.450088622,7.309923238,7.400463678,7.349825457,7.353275504,7.333189972,7.388487441,6.987465625,7.435246824,7.268175427,7.179815452
Compound3516,6.533724316,6.582271394,6.844444498,6.856297215,6.794289435,6.898898194,6.474089429,6.844505846,6.848620378,6.696401445,6.961029203,6.750642352,6.800993659,6.836871848,6.836488124,6.505782063,6.744691809,6.88269261,6.714189949,6.87311236,6.8348015,6.687024193,6.884236121,6.895565549,6.521715972,6.769575083,6.851333097
Compound1141,7.741176824,7.678188116,7.567694907,7.6293642,7.823977746,7.506367181,7.691328858,7.527068963,7.792702465,7.857571385,6.997187246,7.804966036,7.589817773,7.726532969,7.83236458,7.789255532,7.404427276,7.553518768,7.387535147,7.730169564,7.582815706,7.752439741,7.906964046,7.284658381,6.972301465,7.773933281,7.33469167
Compound1639,7.40468978,7.222084819,7.214164256,7.246510006,7.560413491,7.446163331,7.642785377,7.465554168,7.314413626,7.296037109,7.438221671,7.362780753,7.561149682,7.451650358,7.2906772,6.932645084,7.419215981,7.385602546,7.469338839,7.218277271,7.412752962,7.282957301,7.284909516,7.557554551,7.228641441,7.127399891,7.559965454
Compound2018,7.184746068,6.960610995,6.993903952,6.987543226,7.1859118,6.678716827,7.026730326,6.996585483,7.084466671,6.545930269,7.242538995,7.229659415,6.976961577,6.7500041,7.031647273,6.899139355,7.037245252,6.715395175,7.321048107,7.061035225,7.187796443,6.897340146,6.906341382,7.022946254,7.135361022,7.085602027,6.908956064
Compound2311,6.821765797,6.971109926,6.910884213,6.618842773,7.138644387,7.089337068,6.804929681,7.017664918,7.038428983,7.079954039,7.010805872,7.091762163,7.107049376,6.996667623,7.25481865,6.93864652,7.034916821,7.052756464,6.627004246,7.278502804,7.000999746,7.015770488,6.918035757,6.971344858,7.091211991,7.161431488,6.855967286
Compound2860,6.966155198,7.049021021,6.90355637,6.990616192,6.776830448,7.022846489,7.102063647,6.847451721,7.029781548,6.891745481,6.939836806,6.982344121,7.030631576,6.96381329,7.127021774,6.983059858,6.719109085,7.163958984,7.004225003,6.975580851,6.939738841,6.771495888,6.888686025,7.161453641,7.027122667,6.931563818,6.826721076
