Sample Annotation,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27
Compound1403,5.606094426,5.680353782,5.603258947,5.62786439,5.475453846,5.543051272,5.742636923,5.397850589,5.65514593,5.822435007,5.900300702,5.736045177,5.698268862,5.834133053,5.646646747,5.708192336,5.659711232,5.651559438,5.751013807,5.705133065,5.652703808,5.611078468,5.753870735,5.918039968,5.88440834,5.591466085,5.718514797
Compound3185,6.858887987,6.684247375,6.932698138,6.882967508,6.61418064,6.784820438,6.90321396,6.930565177,6.872618627,6.917947386,7.020777031,7.012808528,6.63894761,6.898619316,7.020679444,6.88352256,6.778054162,6.843587095,7.05617089,7.019924578,6.872396681,6.832384807,6.973027571,6.959901094,6.863037707,6.933321592,6.976534911
Compound4019,6.574451641,6.449732613,6.691587865,6.647026148,6.64265151,6.523550436,6.620853149,6.675864353,6.559652628,6.688135078,6.456658882,6.642214568,6.658028527,6.641543052,6.452183787,6.5477289,6.548450017,6.479696741,6.790683298,6.305676437,6.696928485,6.645057131,6.50290913,6.691884581,6.635218233,6.661566771,6.338910189
Compound359,7.449526856,7.766402775,7.550012617,7.473965975,7.567977967,7.619026734,7.980173461,7.721930014,7.992272048,7.857392248,7.537545489,7.335305889,7.716010389,7.417395333,7.485367753,7.187164442,7.597677129,7.582808748,7.444945169,7.322264098,7.519108219,7.599423433,7.521749068,7.485422694,7.534216833,7.445424826,7.538299372
Compound473,7.419085489,7.871403654,7.328176593,6.917126463,7.134328261,7.434691036,7.479124674,7.698258368,7.392448707,7.585998422,7.455178421,7.173466789,7.20936756,7.095157714,7.341164131,7.100323453,6.925103642,7.407572001,7.225806227,7.416191704,7.319530042,7.259395477,7.458494716,7.187358051,7.402382359,7.305582428,7.767329019
Compound915,7.079729322,7.067210528,6.983221705,7.026824741,6.573411364,6.951913092,7.727876371,6.952717447,6.792050275,6.739619886,6.942098971,6.877565186,7.056567367,6.990033927,6.995082402,6.628419571,5.942432424,7.360710584,6.895221106,7.088813652,7.045662046,6.860132085,6.771920933,6.997571412,6.982721174,6.930013095,6.77027321
Compound1199,6.978382025,7.024936662,6.824660104,7.081354167,7.13951198,6.820347862,6.98831648,6.893422605,7.379009217,6.803110936,6.778662137,7.357014875,6.773207512,6.974853266,6.975529299,7.18934011,7.396840993,6.925675247,7.01446268,7.125610125,6.867512842,7.130351999,7.221396143,6.843379099,7.052949453,6.836349664,7.56553837
Compound1516,7.385851759,7.174428,7.328626947,7.398557822,7.328003503,7.455664457,7.464229798,7.253893745,7.56146692,7.553776016,7.396343358,7.420375833,7.190388691,7.450492984,7.489319273,7.601880344,7.51464507,7.655627526,7.650574258,7.206793315,7.437080719,7.444534452,7.251095313,7.49764221,7.417958218,7.424952657,7.625994861
Compound2467,6.922329462,6.965254333,7.14343358,7.052128421,7.048998493,6.384737149,7.169139721,6.976725097,6.926904407,6.820494039,6.991567753,6.617072141,6.578521346,7.104977302,6.972250896,7.134193271,7.080352985,6.719902104,7.021069919,6.843002371,7.203029873,7.062378771,6.851889093,7.16955146,7.131724936,6.806767556,6.923110185
Compound2493,6.454402071,6.335684305,6.345762606,6.413117282,6.462549399,6.296584343,5.916318103,6.481463879,6.402632619,6.336736771,6.334536498,6.337620467,6.329897583,6.348422742,6.330657241,6.214051003,6.309392671,6.392176606,6.210073499,6.356988419,6.381416222,6.426334742,6.420060052,6.334901111,6.375748543,6.382139917,6.433485177
Compound2881,6.821180142,7.060480699,7.146598497,6.529251319,6.874969818,6.896843045,7.152608249,6.930693359,6.991789789,6.337084455,6.791632123,7.05619552,7.002797148,6.949041194,6.672063563,7.073624873,6.895399367,6.874368237,6.935920315,6.745582081,7.120192204,6.962095338,7.035985689,7.195783519,6.806463633,6.573018802,7.117633256
Compound3227,6.723407017,6.777429382,6.690639194,6.567315618,6.683766477,6.736238262,6.686516608,6.794288435,6.827892013,6.80482568,6.527232958,6.750986892,6.677705939,6.620804879,6.68695577,6.657136274,6.483067435,6.677721765,6.713090832,6.66506934,6.689359714,6.736334334,6.639461853,6.781641788,6.641660332,6.750805402,6.702852004
Compound3666,6.754350751,6.715153645,6.843757575,6.756379253,6.845350594,6.86587058,6.740392949,6.833593324,6.741757337,6.786623585,6.566106111,6.670428197,6.441881609,6.855620455,6.819131361,6.799555829,6.84549079,6.842446638,6.723788445,6.736362906,6.590534124,6.85501627,6.899876172,6.757940141,6.768072985,6.725750639,6.73908672
Compound945,7.187342461,7.709148942,7.485862846,7.346987434,7.227989182,7.431818866,7.200206126,7.537825839,7.683270773,7.638950254,7.753901725,7.487071713,7.709652592,7.618791361,7.85189962,7.19040124,7.393602043,7.594847054,7.721280578,7.579639539,7.463040212,7.075474148,7.49392644,7.637721376,7.53277093,7.746180937,7.064342322
Compound1239,7.411522533,6.419928301,7.509273157,7.619988482,7.289710811,7.477207203,7.534881151,7.438594853,6.871584377,7.594637593,7.65715411,7.451456628,7.427798657,7.432561277,7.507166749,7.188898067,7.520276051,7.206077969,7.560764059,7.513314519,7.442580136,7.027783707,7.413347251,7.586340561,7.572792822,7.285067564,7.596412204
Compound1732,7.013875019,6.854056535,7.128166991,6.929185029,6.486566528,6.698183386,7.22201046,6.954415561,6.803693822,6.913374073,7.129314328,6.941751156,6.84410457,7.18274195,6.907255687,7.055804376,7.042420562,6.760251352,6.662396928,7.029300007,6.868038168,6.956186073,7.068941211,6.967591711,7.006805816,6.923297951,6.639254615
Compound1961,6.429001847,6.306271513,6.379450245,6.419709294,6.215014835,6.282272623,6.30902187,6.303246798,6.357834261,6.337518841,6.872754264,6.240035051,6.326171095,6.378538909,7.009436182,6.242114781,6.363950306,6.214463526,6.488425748,6.274437311,6.308231131,6.232602302,6.235316451,6.341720286,6.297942466,6.340361301,6.387058755
Compound2470,7.229646158,7.118867819,6.982839287,6.771162722,6.78457997,6.931297864,7.091174146,6.940613637,7.194288502,7.115600943,7.203597485,7.136880628,7.100611302,6.912001184,6.822933866,7.04608703,6.985706628,7.185956871,6.811711827,7.228942063,7.164985595,7.364476947,7.124324378,7.304023026,7.06135552,7.26809094,7.095141797
Compound2882,6.553440477,6.605351829,6.534516276,6.761151449,6.82163455,6.557867562,6.627351377,6.615984135,6.595517501,6.779808265,6.589816979,6.701354599,6.626349822,6.6555403,6.549451398,6.612223818,6.61756001,6.731669781,6.603475941,6.645801798,6.585448267,6.644407289,6.641425975,6.671146979,6.552726392,6.692432619,6.773370337
Compound2984,7.014650918,6.968908009,6.987136994,6.989708642,6.754944015,6.726865102,6.763911661,7.130565683,6.916434776,7.242102751,7.073477411,6.597038655,6.815308591,6.767693703,6.836748894,6.861827028,6.876014428,6.951424425,6.878613149,6.689121455,6.938274876,7.089560442,6.878606577,7.062019455,7.008956092,7.00447022,6.960699967
Compound3375,5.676353956,5.901326502,5.723752646,5.536224422,5.683427342,5.538913524,5.729335814,5.457437427,5.642185156,5.689612983,5.864312331,5.881432157,5.588840349,5.891214626,5.78428824,5.712251211,5.360590531,5.684699715,5.71434226,5.675538183,5.517478876,5.724324924,5.73961209,5.819245438,5.84760497,5.777776684,5.709240177
Compound4015,6.423719379,6.563744756,6.611143185,6.425310947,6.630725005,6.547820371,6.665704826,6.508652249,6.563944334,6.547239759,6.574645356,6.564638792,6.544261603,6.479840699,6.453127205,6.603212217,6.569767791,6.501698957,6.519940732,6.479853347,6.508839941,6.666413826,6.644549511,6.58883198,6.691809405,6.445305918,6.472090526
Compound1595,7.512550744,7.533654916,7.57558436,7.197693659,7.145847033,7.320881502,7.58155039,7.336019145,7.509952919,7.165971903,7.659732513,7.309546054,7.315706752,7.418511177,6.985268252,7.468144551,7.089600797,7.291086944,7.629815473,7.389394443,7.477781278,7.18590298,7.614729257,7.36467435,7.647760825,7.563980665,7.521214486
Compound3586,6.866941177,6.764319899,6.795227514,6.787822263,6.898046446,6.686814521,6.881162576,6.618933408,6.78902591,6.770335933,6.637930957,6.853420473,6.725309827,6.934168667,6.722024024,6.810446814,6.701843936,6.712436816,6.756057779,6.590498665,6.823737967,6.730855929,6.605991804,6.815591894,6.674924036,6.801181596,6.700933782
Compound574,7.479996912,7.158662,7.026178732,7.462639921,7.643218482,7.447841173,7.4312351,7.498148655,7.63037494,7.021671282,7.719030546,7.77106489,7.343961918,7.230541545,7.680784155,7.570860347,7.593854285,7.517646313,7.048344332,7.436201908,7.197697976,6.950690353,7.667124796,7.471990914,7.208027178,7.512719728,7.564160121
Compound853,6.940742127,7.034397921,7.000143572,7.038853236,6.852501331,6.884989449,6.739296841,6.620639814,7.195860585,7.778361153,6.926609538,6.977181368,7.113922419,7.044403074,6.869949742,6.930925406,6.711242212,6.897774735,6.978022939,6.840415599,6.905563684,6.723135202,6.831455254,6.639794777,7.339160738,6.740795026,6.799256811
Compound1576,6.951739854,7.239835409,7.128977833,7.312289315,7.057458454,7.167528502,7.387811082,6.943253658,7.198479802,6.998286882,6.934746893,7.012263361,6.960591964,7.091080796,6.961300518,6.698860919,7.083688418,7.398254984,7.004050465,6.982479048,6.902961456,6.987210489,6.78652096,7.037983455,6.902069142,7.238700972,6.979196398
Compound2014,7.021916859,6.85000044,6.912282142,6.847438708,6.733266641,6.86354876,6.733350119,6.921774663,7.029888765,6.946037958,6.891223676,7.239816661,6.760720765,6.858629459,7.056981684,6.860081632,6.967236268,6.835026977,6.938004885,6.717405238,6.796636628,6.558589211,6.881551059,6.923476412,7.178469092,6.92612469,6.901815341
Compound2711,6.695297372,6.963922905,7.173958028,6.810132683,7.022434788,7.06028777,6.846837427,7.001491499,7.073832345,7.009925506,7.093914925,7.186187182,7.051092049,6.986149545,7.146107245,6.849149746,7.194500115,7.136889319,6.935526929,7.07814649,7.131556188,6.965116186,6.974668416,7.16525499,6.94868452,7.063857249,7.031660328
Compound2722,6.996692627,6.887732953,6.758348969,6.796600134,6.847594533,7.123698259,7.009400966,6.489680799,6.954122511,6.985950285,6.874502917,6.657343133,7.093295672,7.08907874,6.579103911,7.106541481,6.823361069,6.952742121,6.947265979,7.03583651,6.952687158,5.975001553,6.98805817,7.038103302,7.167660931,6.968351905,6.281687224
Compound3072,6.93904059,6.99709401,7.07305162,6.879824992,6.860559073,6.886001653,7.066291187,6.771625829,6.912485747,7.068643311,6.989159789,6.884619625,6.834005373,6.911614685,6.92810849,6.925539786,6.933155204,6.960701345,6.90921384,6.931486634,7.034512034,6.860051043,6.714968825,7.040932956,6.945962628,6.75577913,6.902042824
Compound3556,6.619602133,6.647571882,6.801168245,6.804537662,6.68146489,6.789920025,6.836093087,6.718661179,6.752197259,6.718043033,6.856117067,6.698647937,6.65554211,6.72234588,6.7173358,6.572854502,6.784353046,6.772784798,6.83765987,6.752477113,6.812457519,6.83686139,6.81254365,6.725846324,6.846097517,6.685670294,6.821837135
Compound1059,7.269870133,6.962246748,7.300584943,7.312018974,7.218905287,7.310524616,7.633000285,7.361763539,7.027320987,7.23903935,7.263822732,7.27866766,6.848392555,7.250363938,7.258225277,7.244958304,7.1518513,7.176674254,6.819734403,7.397999592,7.227882506,7.348199531,7.304722199,6.862286112,6.978230629,7.183120578,7.359048604
Compound3252,6.730357874,6.97235255,6.863123734,6.751975698,6.76198621,6.601403873,6.548002692,6.732560063,6.931152707,6.793138798,6.813072371,6.848722972,6.88701007,6.985815686,6.797227113,7.013109543,6.821328387,6.957254334,6.767672628,6.860878457,6.865075942,6.879846874,6.911805933,6.912055397,6.92099352,6.874413855,6.863711976
Compound3359,6.715954585,6.942638508,6.730415464,6.726415107,6.955956683,6.903549382,6.893814428,6.919797698,6.930455092,6.8462802,6.779903324,6.890298965,6.841980465,6.811780275,6.863803617,6.850564442,6.841311018,6.920023069,6.890068526,6.793685317,6.559676832,6.79350898,6.828809279,6.944715133,6.862120998,6.901928224,6.841751246
Compound4075,6.397061276,6.539219106,6.525771254,6.53371916,6.495319615,6.504715377,6.578611737,6.532198423,6.524098768,6.391476333,6.448576657,6.581816361,6.620714579,6.500213543,6.597538912,6.591230789,6.562726664,6.682368807,6.520148028,6.419684854,6.517752176,6.488061333,6.481319664,6.445074335,6.625796606,6.620088497,6.592256844
Compound58,9.1953538,9.235604124,8.847794691,9.088346412,8.948082188,8.93250044,8.975258417,9.018463694,8.830564164,8.917026911,8.888526668,9.228352675,8.769652877,9.063106297,8.81944484,8.847614896,8.997207502,8.546291665,9.042267115,8.996892873,9.079044511,9.232567797,9.044528773,8.909073537,9.267877468,9.100500822,9.087880731
Compound144,8.559762891,8.57308365,7.881701281,8.344771662,7.876319638,8.3683343,8.503191732,8.586136333,8.394340467,8.063361622,8.488694554,8.634332779,8.203545585,8.534360317,8.233072335,8.382327716,8.701156381,7.919252031,7.966969669,8.400812053,8.516079515,8.076245095,8.179662324,8.665925634,8.38310434,8.223237488,8.311739762
Compound418,7.831146016,7.503516944,7.621941687,7.651686185,7.834554103,7.575442342,7.737741722,7.845708712,8.010938445,7.777692321,7.686237421,7.607588604,7.572181652,7.484537251,7.672015478,7.94017955,8.150839328,7.587778324,7.376137426,7.642604355,7.776849619,7.644862712,7.804314852,7.879629997,7.925108115,7.37457287,7.86184835
Compound453,7.937211852,7.741417155,7.612537943,8.022798363,7.492518786,8.112636543,7.877246576,7.919443508,7.808274336,7.79501712,7.750890454,7.400640721,7.916275226,7.753374211,7.755280908,7.951676176,7.910151082,7.806277558,7.956743518,7.060301656,7.844579132,7.013615223,7.940162942,7.893946464,7.889733387,7.780592832,7.904681236
Compound849,6.839334487,6.729406447,6.639936397,6.73143521,6.726947483,6.687745977,6.797403739,6.815277582,7.73610753,7.018910507,6.802342147,6.955531751,6.868723545,6.769888664,6.692119411,6.691529668,6.795325923,6.667947161,6.762434948,6.686790795,6.627064717,6.750947535,6.640462418,6.875595272,6.776838075,6.744380832,6.966115921
Compound2236,7.062627321,7.165858423,7.233769173,6.514012948,6.914116775,7.243664869,7.163478446,7.329518316,7.157738235,6.945231876,7.224341295,7.221784256,6.956165675,7.440877452,6.981868825,7.183279085,6.764723991,6.571711232,7.096738046,7.289318351,7.227757631,7.101851569,7.036619132,7.156800348,7.0711171,7.256279516,7.318156706
Compound3459,5.664092661,5.825718716,5.706867541,5.69194858,5.949369807,5.633585146,5.672066824,5.661783924,5.775714719,6.000298977,5.850348398,5.888434412,5.563315984,5.831072057,5.792329358,5.719824785,5.605136996,5.600568149,5.637612376,5.661171252,5.60333093,5.529112452,5.714078832,5.830708149,5.758027643,5.725179051,5.823130198
Compound3473,6.75904605,6.798267808,6.631633557,6.734562421,6.816502354,6.591252471,6.693379586,6.870375914,6.746474744,6.779994789,6.736130439,6.610595251,6.747659972,6.60669591,6.694172579,6.87111182,6.772196628,6.758937467,6.76047841,6.829637197,6.747777037,6.740946057,6.787536816,6.607098605,6.74011148,6.748365245,6.680447226
Compound3489,6.910900949,6.768541108,6.837290831,6.799011818,6.837601644,6.820346996,6.778432989,6.798247767,6.828945059,6.983288041,6.840833511,6.876642913,6.875616307,6.91062244,6.856684977,6.75900396,6.85235151,6.868077429,6.800744287,6.756502977,6.82413641,6.735591697,6.720569153,6.722640658,6.809971774,6.749262125,6.794846382
Compound761,7.551128817,7.599498904,7.465090919,7.248577707,7.673920412,7.672725248,7.192279901,7.2500969,7.476552918,7.43119543,7.519883551,7.439127173,7.751132665,7.184879327,7.400279154,7.06531279,7.475287503,7.577548804,6.793916224,7.617684719,7.550586444,7.177185086,7.060098355,7.562814912,7.351984686,7.839741157,7.005296389
Compound3571,6.749670918,6.870284934,6.781149107,6.652699226,6.743192639,6.74303532,6.870748951,6.71468804,6.793110701,6.716345498,6.842907782,6.683301208,6.89324932,6.781178297,6.826376507,6.826437931,6.791338422,6.734412333,6.559231236,6.663117534,6.884918073,6.723168148,6.813784537,6.861065059,6.59561006,6.893122776,6.725029794
Compound3677,6.550348063,6.71163873,6.616289939,6.671130449,6.676109569,6.550691175,6.743945995,6.645798659,6.7695081,6.66135616,6.655652942,6.690104284,6.694077003,6.631766769,6.662573203,6.57608278,6.675179896,6.746006746,6.792908996,6.792865729,6.676677646,6.674011209,6.670168062,6.778887362,6.700178648,6.604783508,6.760789746
Compound336,8.219817335,8.300100532,7.882992937,8.320182787,8.117904669,8.349056125,8.019888266,8.032222265,8.325842954,8.196390892,7.825728939,8.171083935,8.103995849,7.797522891,7.848400519,8.15578664,8.031798707,7.676424548,8.056700435,8.204763408,8.089430012,8.3250954,8.164373407,8.177130995,7.753622468,8.197954745,8.2417694
Compound650,7.753282015,7.738787567,7.81563969,7.834245988,7.939219797,7.922149098,7.860755553,7.899774268,7.863737258,7.593139578,7.846920553,7.891889456,7.892911928,7.985422472,7.819468563,8.044210409,7.897112765,7.376472246,8.011597486,7.984683516,7.952078067,7.810735881,7.872947668,7.568108196,7.870089265,8.036274216,7.73013904
Compound1082,7.654239466,7.40082442,7.193587757,7.411097697,7.544649233,7.600287398,7.290763226,7.298827504,7.6361077,7.475416776,7.40051479,7.323397429,7.624105872,7.713865881,7.281716902,7.594873092,7.625347678,7.433564549,7.662432222,7.303637846,7.593922076,7.423563664,7.530606652,7.040974944,7.330532239,7.507867587,7.407127063
Compound2727,6.931340995,6.733750094,7.104120434,6.734796429,7.027340229,6.75013602,7.037415918,6.218466575,6.981281779,7.011745567,7.107491861,6.879468707,6.998544122,7.137986393,7.107621818,7.026477426,6.615445898,7.052081579,6.802059912,6.630695922,6.698306914,6.828070404,6.773199096,7.039673943,6.891216045,6.727084743,6.979587445
Compound3380,6.755708439,6.760539861,6.867624214,6.327900424,6.723257015,6.882040201,6.647606888,6.72400096,6.935835931,6.714376773,6.80297921,6.802999,6.837271067,6.768697396,6.922980073,6.812450307,6.842968049,6.683299526,6.851906975,6.868237148,6.675070916,6.892934269,6.813238602,6.617400357,6.641263652,6.691213162,6.673432867
Compound1873,6.672623942,6.637040457,6.740808901,6.875021691,6.683775549,6.750914519,6.731099819,6.804112298,6.838915569,6.772853386,6.919563362,6.899253184,6.753198069,6.70436341,6.801061466,6.874769455,6.829474844,6.853813459,6.829544832,6.760977115,6.914803146,6.802442126,6.759979839,6.856671792,6.856038384,6.859400607,7.275293367
Compound2273,6.766629474,7.154270673,6.813152918,6.678567959,6.706606043,7.092705175,6.951680959,6.915628483,6.85200041,7.061601158,6.919155586,7.120025544,7.07260714,6.982640172,6.923514603,6.851954469,6.960994862,6.846550783,6.693660082,6.90325426,6.654163988,6.809359127,6.848391999,6.794503995,6.929333455,6.857317689,6.875409221
Compound2692,7.17340394,7.145759819,7.114640656,6.901456602,6.831795402,7.096162842,6.742668149,7.012371315,6.786223659,6.964588487,6.946539946,6.736800021,7.345134577,6.986801012,6.710197788,7.09379634,7.083411024,6.909565012,7.147266547,6.96355646,7.016842896,6.888750986,7.124640127,7.08313429,7.131489421,7.064889382,7.00729113
Compound2938,6.919398951,6.857566183,6.825123846,7.025738423,7.077602961,6.82288099,6.875534874,6.907186673,6.984252062,7.013857908,7.048494898,7.13821099,6.885927465,7.015135997,6.836020999,6.99326343,6.965848779,7.094023514,6.837592526,6.973368054,6.94104879,6.949103173,7.130121778,6.894814334,7.038067488,6.98559063,6.957656864
Compound3433,6.821954916,6.882438895,6.880644715,6.768407478,6.938765423,6.229737956,6.908390851,6.718614306,6.853844934,6.620916212,6.865725635,6.986094812,6.772931772,6.703986007,6.716023363,6.801025221,6.91196807,6.792349695,6.743602574,6.840970652,6.840292633,6.775933534,6.798689631,6.769375538,6.896755675,6.045494451,6.834806217
Compound3892,6.766647589,6.710443964,6.558146281,6.609733763,6.758243546,6.622557696,6.690093093,6.732978598,6.640133315,6.686338472,6.659786632,6.682809125,6.663584587,6.390699904,6.740574032,6.580332008,6.615352542,6.764459914,6.640137844,6.572511448,6.690913588,6.584736746,6.60635363,6.590516123,6.701983452,6.651221568,6.539667332
Compound806,7.514790253,7.421837447,7.278249287,7.167511334,7.488920685,7.523298563,7.654483326,7.514842607,7.435759933,7.501847968,7.156581173,7.58254247,7.196018012,7.591012397,7.409053935,7.251491157,7.210572302,7.421892704,7.084988079,7.058578434,7.656507983,7.361264467,7.22358286,7.562717361,7.389202935,7.226363101,7.497456643
Compound1209,6.648984267,6.819656348,6.658181926,7.011683149,6.893829659,6.965318088,7.001628043,7.172101818,6.934632243,7.213468148,7.073593078,6.794854781,7.082462941,7.078756047,7.003178864,7.005579118,7.027759601,7.536337308,6.97287076,6.99427101,7.256423579,6.991060173,6.893956784,6.974887444,7.090061388,7.501106177,7.400008337
Compound1251,7.058040732,7.209546367,7.002762079,7.133841047,6.740690017,6.831917993,7.282345399,7.284988533,7.492967291,7.073537941,7.01014399,6.889001646,7.103872503,7.235475746,7.02290348,6.993439436,7.127621096,6.962793501,6.89451422,7.155042589,7.234157827,7.082367302,7.003722896,6.878383611,7.208725813,6.954536958,6.975291703
Compound1702,7.543215623,7.42568291,7.485849991,7.307095946,6.978368297,7.45729537,7.161008841,7.423727706,7.291554315,7.201224188,7.381004089,7.444440289,7.529916277,7.405746769,7.465050081,7.4733578,7.456448027,7.249001589,7.391323766,7.358867397,7.045062276,7.248087858,7.554023835,7.601381844,7.110889739,7.361365597,7.404153034
Compound1978,6.844015386,6.747137018,6.843996809,6.818212379,6.886575394,6.978238412,7.01381006,6.684475497,6.839976709,6.952493219,6.700186925,6.860089893,6.953521606,6.886349739,6.866967437,6.631726149,6.676909095,6.793138542,6.933028102,7.225697095,6.920796472,6.95876627,7.003255865,6.840310796,6.948484827,6.823375172,6.863236039
Compound2124,6.498914752,6.261503833,6.276438371,6.136886624,6.270111602,6.176134846,6.311077988,6.162909824,6.133503648,6.22017583,6.89621206,6.193909986,6.363719537,6.464412167,6.956420431,6.251614081,6.258168122,6.274401411,6.475182721,6.25787895,6.260562595,6.203992305,6.195414328,6.4641065,6.373655123,6.307159428,6.339802317
Compound2421,6.925690772,6.71233888,6.722414444,6.925488542,6.620336194,6.485199059,7.109297747,6.912190971,6.678317744,6.802287074,6.732585275,6.808300326,6.695015963,6.845761534,6.702291402,6.75863136,6.925714626,7.036703667,6.753939648,6.769382779,6.87445061,7.007431651,6.820454964,6.810742096,6.819298623,6.772257483,6.762342679
Compound2523,7.029753682,6.998723923,6.341730954,6.785925529,7.1890546,7.090789836,6.980820081,5.79351946,6.526447003,7.250407803,7.216897775,7.080634674,7.254532171,7.205766415,7.069565858,6.854017261,7.057734616,7.10502418,7.11776715,7.139665413,7.341141491,6.855672049,7.159382011,7.085849426,7.012882759,7.195199984,7.121457017
Compound2658,6.433342092,6.3466797,6.315884865,6.387220034,6.27510147,6.415035988,6.377169116,6.459050702,6.425006419,6.453502234,6.472862495,6.516997258,6.353440821,6.575895295,6.420136733,6.450013905,6.362276376,6.350352511,6.47112896,6.323747684,6.362025328,6.28432089,6.42000135,6.345485785,6.374625633,6.31586339,6.364621882
Compound2851,6.874108786,6.918946785,6.94483572,6.920384435,6.937720835,6.693494942,6.82673112,6.920010229,6.67607799,7.047263133,7.061872647,6.84994797,6.903977762,7.015082964,7.108442521,6.848564152,7.063357246,6.889226348,6.9216709,7.093126971,6.880091975,6.95326913,6.911305452,6.876740658,6.974323729,6.954204762,6.940236582
Compound3154,5.667501021,5.678460097,5.732890635,5.519953437,5.861710468,5.700500925,5.570405177,5.337703538,5.751607555,5.840232257,5.961890516,5.85077882,5.509249285,5.941005522,5.657673131,5.745210252,5.580340638,5.806048027,5.668508126,5.720686901,5.747260221,5.607451919,5.685087786,5.752867303,5.689577818,5.757553659,5.592937471
Compound353,8.21324192,8.291773304,7.710029695,7.955735392,8.060226029,7.857211341,8.429084791,8.363486704,8.279593207,8.334837895,8.465150232,8.241808029,8.249630755,7.890647071,8.119896407,8.36647775,8.192532316,8.070347004,8.317602039,8.232967829,7.681527212,7.879351203,8.147458759,8.342385575,8.331947503,8.223758945,8.135637998
Compound3000,6.894891433,6.887627932,6.891610435,6.682089618,7.034910125,6.910835576,7.046081455,6.854285162,6.899713241,7.026079111,7.04542459,6.912245293,6.914391679,6.960566604,6.753244329,6.898391866,6.885818645,6.903571868,6.764175262,6.868153811,6.769512468,6.874355702,6.729022983,6.678717768,6.970953188,6.988089741,7.077329791
Compound3706,6.732455622,6.718904254,6.789143913,6.622084384,6.663234889,6.652751361,6.822975598,6.807761428,6.844072793,6.740233704,6.841036675,6.768672455,6.748999343,6.898399552,6.75078908,6.817510188,6.748908402,6.66569211,6.654094532,6.945051563,6.720184918,6.804646014,6.655109458,6.894079762,6.847926191,6.69601371,6.797383584
Compound279,7.466084297,7.453456841,7.702986397,7.301448196,7.791446012,7.837731189,7.45219697,7.338263859,7.77086538,7.583378718,7.108855918,7.736805908,7.764815567,7.894345809,7.639962448,7.733742654,7.345354858,8.065946874,7.202292989,7.120032135,7.937180191,7.749583637,7.789085613,7.540101032,7.7441376,7.463197743,7.134497823
Compound1388,7.314523615,7.483647147,7.361652919,7.319928383,7.386445083,7.677604722,7.579730771,7.287474959,7.486891983,7.667235091,7.437704422,7.398297536,7.51865112,7.300858577,7.400641053,7.572216751,7.256655583,7.533569214,7.524190735,7.789691875,7.597326615,7.664385654,7.453628825,7.664424046,7.455263271,7.316307394,7.55226258
Compound1399,7.25218028,7.476864451,7.031886088,7.018998464,7.055385237,6.916540416,7.073819999,7.096332409,7.004691367,6.975695828,7.03726671,7.231906636,6.914471819,7.319445237,6.999384324,6.941016414,7.214427173,7.193453566,7.061478786,7.14247075,7.359100145,7.193493029,6.693121626,6.882887248,6.965436164,7.027475578,7.041812671
Compound3543,6.781081413,6.90834069,6.712332059,6.909188455,6.80141332,6.865961347,6.879689405,6.821341641,6.769996646,6.800829406,6.820156458,6.672963252,6.676684361,6.817478071,6.81526111,6.606280508,6.904611942,6.76963671,6.777291053,6.819806277,6.853031579,6.856240987,6.692678952,6.634336477,6.819702356,6.843089932,6.647225228
Compound433,7.552853312,8.050421277,7.907913459,7.666872372,7.688623546,7.708260902,7.684925754,7.646425861,7.989686876,7.930137865,7.316950368,7.84502701,7.877580186,7.34306194,7.912485196,7.441677353,7.722151581,7.836866479,7.372138331,7.460724913,7.624415721,7.554075526,7.44677323,7.661245185,7.936439394,7.960117502,7.978551602
Compound833,7.802607227,7.122664842,7.663407598,7.546843979,7.436238135,7.624896741,7.337707195,7.944982788,7.596739908,7.672277103,7.756510358,7.578651433,7.589217101,7.770561956,7.722249747,7.874957295,7.969708701,7.832094384,7.757689327,7.550568449,7.589247279,7.260947305,7.670800466,7.408572044,7.846893718,7.737801477,7.693372021
Compound2036,7.073418433,7.031753083,7.024283393,7.110939847,7.169860804,7.074369298,7.101268203,7.140488519,7.179021673,7.071729305,7.120969642,7.042554257,6.878932792,7.025893217,7.230442921,7.08254836,6.927730624,7.301116589,7.118720989,7.159456888,6.93372928,7.151122258,6.858159896,6.762386726,7.086588928,6.807924931,7.079291924
Compound2668,6.934665535,6.976725154,6.743726128,7.035712063,7.008857256,6.976451114,6.943622044,6.841275875,7.009640815,7.043269665,6.917281006,6.961657222,6.923759122,7.074312063,7.062502156,7.089259198,6.973107956,6.860841044,6.878108802,6.913570741,7.02324099,6.85563078,6.876720476,6.982451878,6.974125628,6.905119352,7.055124611
Compound3987,6.577982859,6.521912088,6.590171285,6.60701516,6.686730733,6.598471976,6.701857637,6.635375288,6.597594372,6.509569285,6.73406356,6.663993714,6.522176608,6.700325925,6.821507643,6.616686426,6.596707099,6.624573897,6.541628397,6.661381824,6.598434325,6.585610475,6.621779737,6.637557224,6.565215097,6.667843558,6.64601634
